,partner,listGroup
1335,PRADAN,Jai Dharme
1336,PRADAN,Maa Mansa
1337,PRADAN,Hatu Maskal
1338,PRADAN,Vanvasi
1339,PRADAN,Jai Maa Durga MM
1340,PRADAN,Maa Saraswati
1341,PRADAN,Ujala
1342,PRADAN,Jai Maa Mansa
1343,PRADAN,Jagriti
1344,PRADAN,Radha Krishna MM
1345,PRADAN,Maa Tarini
1346,PRADAN,Durga Maa
1347,PRADAN,Chandni
1348,PRADAN,Kitabasa Mahila Mandal
1349,PRADAN,Jamuna Mahila mahila
1350,PRADAN,Gayatri MM
1351,PRADAN,Jharkhand
1352,PRADAN,Laxmi MM
1353,PRADAN,Maa Mansa MM
1354,PRADAN,Jai Maa Brahmani
1355,PRADAN,Shiv MM
1356,PRADAN,Bajrang MM
1357,PRADAN,Maa Kali MM
1358,PRADAN,Jai Maa Deshauli
1359,PRADAN,Samaj Sewa MM
1360,PRADAN,Sagem MM
1361,PRADAN,Bale Sagen MM
1362,PRADAN,Dishum Maskal
1363,PRADAN,Sarjam Baha
1364,PRADAN,Birsa MM
1365,PRADAN,Jai Maa Laxmi
1366,PRADAN,Jai Maa Kera
1367,PRADAN,Ekta MM
1368,PRADAN,Kya Cool
1369,PRADAN,Maa Mansa MM
1370,PRADAN,Saraswati Bahini
1371,PRADAN,Veena Pani MM
1372,PRADAN,Jai Maa Laxmi
1373,PRADAN,Ujala Mahila Mandal
1374,PRADAN,Seya Maskal
1375,PRADAN,Dishum Marsal
1376,PRADAN,Mad Sakam
1377,PRADAN,Jo Jo Baa
1378,PRADAN,Maali Baa
1379,PRADAN,Chantu Baa
1380,PRADAN,Chameli
1381,PRADAN,Jagriti
1382,PRADAN,Sadhna
1383,PRADAN,Gulab
1384,PRADAN,Chanduwa
1385,PRADAN,Shanti
1386,PRADAN,Chanduba
1387,PRADAN,Ete Turtug
1388,PRADAN,Gulab
1389,PRADAN,Jumur Sagen
1390,PRADAN,Joda Patta
1391,PRADAN,Shiv Shankar
1392,PRADAN,Bale Sagen
1393,PRADAN,Kali Maa MM
1394,PRADAN,Binapani
1395,PRADAN,Maa Mangala 
1396,PRADAN,Tara Maa MM
1397,PRADAN,Laxmi Maa MM
1398,PRADAN,Jultan Mahila Mandal
1399,PRADAN,Satyasangi Mahila Mandal
1400,PRADAN,Towa Ba Mahila Mandal
1401,PRADAN,Gulab Mahila Mandal
1402,PRADAN,Khushbu Mahila Mandal
1403,PRADAN,Upal Ba Mahila Mandal
1404,PRADAN,Susun Akhada MM
1405,PRADAN,Puja Mahila Mandal
1406,PRADAN,Jyoti M.M. Kutibera
1407,PRADAN,Deshauli Uruigutu
1408,PRADAN,Deshauli Mahaburu
1409,PRADAN,Harahuru 
1410,PRADAN,Bale Sagen
1411,PRADAN,Deshauli Jayra
1412,PRADAN,Chondor
1413,PRADAN,Molota Dadu Hora Urum
1414,PRADAN,Purnima
1415,PRADAN,Anasul Hora
1416,PRADAN,Jyoti Mahila Mandal Khas
1417,PRADAN,Meri Mamta Mahila Mandal
1418,PRADAN,Premi Mahila Mandal
1419,PRADAN,Sheetal Mahila Mandal
1420,PRADAN,Ujniya Mahila Mandal
1421,PRADAN,Injot Dahar Mahila Mandal
1422,PRADAN,Bahalen Mahila Mandal
1423,PRADAN,Jivan Jyoti Mahila Mandal
1424,PRADAN,Mahila Vikas Mahila Mandal
1425,PRADAN,Champa Mahila Mandal
1426,PRADAN,Biswasi Mahila Mandal
1427,PRADAN,Hiramani Mahila Mandal
1428,PRADAN,Chameli Mahila Mandal
1429,PRADAN,Kamal Ba Mahila Mandal
1430,PRADAN,Turtan Mahila Mandal
1431,PRADAN,Gulab Mahila Mandal
1432,PRADAN,Kamal Mahila Mandal
1433,PRADAN,Genda Ba Mahila Mandal
1434,PRADAN,Gulab Mahila Mandal
1435,PRADAN,Raatrani Mahila Mandal
1436,PRADAN,Kanaili Mahila Mandal
1437,PRADAN,Juhi Chameli Mahila Mandal
1438,PRADAN,Kamla Kamna
1439,PRADAN,Surajmukhi A Mahila Mandal
1440,PRADAN,Jagriti MM
1441,PRADAN,Sugadh Mahila Mandal
1442,PRADAN,Saheli Mahila Jagriti
1443,PRADAN,Dular Mahila Mandal
1444,PRADAN,Lily Mahila Mandal
1445,PRADAN,Jumur
1446,PRADAN,Seya Rakab
1447,PRADAN,Hara Sangom
1448,PRADAN,Prity Mahila Mandal (Bartoli)
1449,PRADAN,Laxmi
1450,PRADAN,Sagom
1451,PRADAN,Prity Mahila Mandal
1452,PRADAN,Suryamuni
1453,PRADAN,Roshni Mahila Mandal
1454,PRADAN,Seya Maskal
1455,PRADAN,Jyoti Mahila Mandal
1456,PRADAN,Surajmukhi Mahila Mandal
1457,PRADAN,Jiwan Jyoti Mahila Mandal
1458,PRADAN,Sarna Vikash Mahila Mandal
1459,PRADAN,Singh Bonga
1460,PRADAN,Suman Mahila Mandal
1461,PRADAN,Sangam
1462,PRADAN,Khushi (A) Mahila Mandal
1463,PRADAN,Khushi B Mahila Mandal
1464,PRADAN,Ratrani Mahila Mandal
1465,PRADAN,Ujala
1466,PRADAN,Surya Mahila Mandal
1467,PRADAN,Yamuna
1468,PRADAN,Sona Mahila Mandal
1469,PRADAN,Chandi Mahila Mandal
1470,PRADAN,Chameli Mahila Mandal
1471,PRADAN,Kadsom Baa MM
1472,PRADAN,Rakhi Mahila Mandal
1473,PRADAN,Maa Tarini
1474,PRADAN,Maa Saraswati
1475,PRADAN,Chameli M.M. 
1476,PRADAN,Golaichi Ba M.M. (Dorkajharia)
1477,PRADAN,Maa Parwati
1478,PRADAN,Shivani
1479,PRADAN,Rila Mala
1480,PRADAN,Sugandhit A Mahila Mandal
1481,PRADAN,Sugandhit B Mahila Mandal
1482,PRADAN,Marshal
1483,PRADAN,Maa Durga
1484,PRADAN,Gulab Mahila Mandal
1485,PRADAN,Maa Mansa
1486,PRADAN,Anima Mahila Mandal
1487,PRADAN,Chameli Mahila Mandal
1488,PRADAN,Rupa Mahila Mandal
1489,PRADAN,Aasulinale Singh Bonga
1490,PRADAN,Maa Laxmi
1491,PRADAN,Bale Ponai
1492,PRADAN,Seweng Daa
1493,PRADAN,Elang Dolang
1494,PRADAN,Vileiba
1495,PRADAN,Chameli Mahila Mandal
1496,PRADAN,Salini Mahila Mandal
1497,PRADAN,Judi Jupudi
1498,PRADAN,Maa Bhawani
1499,PRADAN,Burui Baba
1500,PRADAN,Maa Tarini
1501,PRADAN,Suhana
1502,PRADAN,Naya Sabera
1503,PRADAN,Maa Paudi
1504,PRADAN,Mata Laxmi
1505,PRADAN,Maa Durga
1506,PRADAN,Deshauli
1507,PRADAN,Ujiyala Mahila Mandal
1508,PRADAN,Deep Sagar
1509,PRADAN,Sacchi Saheli
1510,PRADAN,Jagriti
1511,PRADAN,Seya Marshal
1512,PRADAN,Naya Shiksha
1513,PRADAN,Chandni
1514,PRADAN,Vikas
1515,PRADAN,Vishwkarma
1516,PRADAN,Namahora
1517,PRADAN,Mata Parawati
1518,PRADAN,Prakash
1519,PRADAN,Maa Saraswati
1520,PRADAN,Maa Mansa
1521,PRADAN,Hariyali
1522,PRADAN,Hariwas
1523,PRADAN,Jojoba
1524,PRADAN,Sarjom Bah
1525,PRADAN,Vikas
1526,PRADAN,Jan Jatiy MM
1527,PRADAN,Judi Sangi
1528,PRADAN,Seya Maskal MM
1529,PRADAN,Sasang Madukam
1530,PRADAN,Jai Laxmi MM
1531,PRADAN,Prakash MM
1532,PRADAN,Maa Laxmi
1533,PRADAN,Jyoti Mahila Mandal
1534,PRADAN,Uliba Mahila Mandal
1535,PRADAN,Chantu Baa
1536,PRADAN,Sarjom Baa
1537,PRADAN,Marshal Hora MM
1538,PRADAN,Malin Baa
1539,PRADAN,Jojoba MM
1540,PRADAN,Saraswati M M
1541,PRADAN,Ango Epil
1542,PRADAN,Chandu Marshal
1543,PRADAN,Laduwken Kunusai
1544,PRADAN,Sude Sagen
1545,PRADAN,Sarjom Baa
1546,PRADAN,Sudita MM
1547,PRADAN,Parwati MM
1548,PRADAN,Maha Laxmi
1549,PRADAN,Deep Jyoti
1550,PRADAN,Jyoti Kiran
1551,PRADAN,Pragati
1552,PRADAN,Shanti
1553,PRADAN,Seteng Daa
1554,PRADAN,Raja Baa MM
1555,PRADAN,Rajdhani MM
1556,PRADAN,Epil Singi
1557,PRADAN,Golanchi Baa MM
1558,PRADAN,Uprum Jumur
1559,PRADAN,Jharna
1560,PRADAN,Laxmi
1561,PRADAN,Uprum
1562,PRADAN,Meri Saheli
1563,PRADAN,Suraj Ki Kiran
1564,PRADAN,Kamal Baa
1565,PRADAN,Gulab Marshal
1566,PRADAN,Mutu Sudan
1567,PRADAN,Burui Baa
1568,PRADAN,Suraj Sundar
1569,PRADAN,Uprum MM
1570,PRADAN,Roshni Mahila Mandal
1571,PRADAN,Chand Mahila Mandal
1572,PRADAN,Seyan Sudita
1573,PRADAN,Sagen Rakab Seya Umbul
1574,PRADAN,Hundi Jumur Depenga
1575,PRADAN,Laxmi Mahila Mandal
1576,PRADAN,Shanti Mahila Mandal
1577,PRADAN,Suraj Mahila Mandal
1578,PRADAN,Malti
1579,PRADAN,Milan
1580,PRADAN,Laxmi Mahila Mandal
1581,PRADAN,Shakti Mahila Mandal
1582,PRADAN,Chandu Baa Mahila Mandal
1583,PRADAN,Kamal Mahila Mandal
1584,PRADAN,Chandu Baa Mahila Mandal
1585,PRADAN,Maa Bhawani Mahila Mandal
1586,PRADAN,Radha Rani Mahila Mandal
1587,PRADAN,Dishum Marshal
1588,PRADAN,Hoyoe Mutid Leyon Jhukun
1589,PRADAN,Nama Hora
1590,PRADAN,Seyan Hora Laxmi
1591,PRADAN,Sibil Hora
1592,PRADAN,Gamay Rimil
1593,PRADAN,Grih Laxmi
1594,PRADAN,Ambikeshwari
1595,PRADAN,Anar Kali
1596,PRADAN,Shiv Aradhna Mahila Mandal
1597,PRADAN,Parmeshwar Mahila Mandal
1598,PRADAN,Jai Durga Maa
1599,PRADAN,Suryamukhi Mahila Mandal
1600,PRADAN,Gulab Mahila Mandal
1601,PRADAN,Parwati Mahila Mandal
1602,PRADAN,Prem Mahila Mandal
1603,PRADAN,Jai Ganesh Mahila Mandal
1604,PRADAN,Gyan Jyoti Mahila Mandal
1605,PRADAN,Jeevan Jyoti
1606,PRADAN,Chandu Marshal Mahila Mandal
1607,PRADAN,Julo Epil Mahila Mandal
1608,PRADAN,Hora AAyar Mahila Mandal
1609,PRADAN,Ganga Hora Mahila Mandal
1610,PRADAN,Gyan Marshal Mahila Mandal
1611,PRADAN,Ekta Jumur Mahila Mandal
1612,PRADAN,Balen Mahila Manbal
1613,PRADAN,Sarna
1614,PRADAN,Renge Khang
1615,PRADAN,Aaseema
1616,PRADAN,Epil Singi
1617,PRADAN,Shree Bandam Baba
1618,PRADAN,Dishum Maskal
1619,PRADAN,Marang Buru
1620,PRADAN,Maa Saraswati
1621,PRADAN,Deshauli
1622,PRADAN,Epil Singi
1623,PRADAN,Sude Sagen
1624,PRADAN,Sar Sagun Sarna Supadi
1625,PRADAN,Seya Maskal
1626,PRADAN,Sarna Dharam
1627,PRADAN,Kiya Jharna
1628,PRADAN,Gulab Phool
1629,PRADAN,Durga Mahila Mandal
1630,PRADAN,Roompulay
1631,PRADAN,Achur Mahila Mandal
1632,PRADAN,Kherwad Jumid
1633,PRADAN,Shanti Mahila Mandal
1634,PRADAN,Lelmasal
1635,PRADAN,Aadiwasi Mahila Mandal
1636,PRADAN,Kunami Chando 
1637,PRADAN,Sagen Sibil
1638,PRADAN,Tulsi Mahila Mandal
1639,PRADAN,Maa Mansa
1640,PRADAN,Sapna Mahila Mandal
1641,PRADAN,Sushma Mahila Mandal
1642,PRADAN,Sangh Mahila Mandal
1643,PRADAN,Sadna Mahila Mandal
1644,PRADAN,Swayen Sahayta Samuh
1645,PRADAN,Jai Maa Laxmi
1646,PRADAN,Kiya Jhasa
1647,PRADAN,Marshal Dahar
1648,PRADAN,Singi Turtung
1649,PRADAN,Maa Santoshi
1650,PRADAN,Seya Maskal
1651,PRADAN,Maa Saraswati
1652,PRADAN,Sarna Mahila Mandal
1653,PRADAN,Maa Durga
1654,PRADAN,Jiden
1655,PRADAN,Dishum Sange
1656,PRADAN,Sahara Mahila Mandal
1657,PRADAN,Heera Mahila Mandal
1658,PRADAN,Jagriti
1659,PRADAN,Jayra
1660,PRADAN,Sarjom Baa
1661,PRADAN,Sanarti Sagom
1662,PRADAN,Siringsiya Ghati
1663,PRADAN,Maa Laxmi
1664,PRADAN,Maa Saraswati
1665,PRADAN,Khushbu Mahila Mandal
1666,PRADAN,Sabera
1667,PRADAN,Umbul Mahila Mandal
1668,PRADAN,Jo Jo Umbul
1669,PRADAN,Prem Jharkhand M.M.
1670,PRADAN,Anand Jiwan M.M. (Chatakpur)
1671,PRADAN,Kishan Mahila Mandal
1672,PRADAN,Maa Tarini
1673,PRADAN,Rashmi Devi
1674,PRADAN,Elang Dolang
1675,PRADAN,Sude Sagen
1676,PRADAN,Jai Maa Kera
1677,PRADAN,Suraj Mukhi
1678,PRADAN,Jyoti Mahila Mandal
1679,PRADAN,Tara Mahila Mandal
1680,PRADAN,Pragati
1681,PRADAN,Epil Baa
1682,PRADAN,Singi Baa
1683,PRADAN,Chandu Baa
1684,PRADAN,Pampal
1685,PRADAN,Jyoti Mahila Mandal
1686,PRADAN,Jai Maa Tarini
1687,PRADAN,Jai Maa Laxmi
1688,PRADAN,Gulanchi Bah
1689,PRADAN,Dulmi
1690,PRADAN,Dishum Uproom
1691,PRADAN,Seya Marshal
1692,PRADAN,Tarini MM
1693,PRADAN,Nutan Mahila Mandal
1694,PRADAN,Jyoti Mahila Mandal
1695,PRADAN,Golaichi Bah Mahila Mandal
1696,PRADAN,Griha Laxmi M M
1697,PRADAN,Nim Suwa
1698,PRADAN,Maa Deori Mahila Mandal
1699,PRADAN,Champa Mahila Mandal
1700,PRADAN,Saraswati Mahila Mandal
1701,PRADAN,Durga Mahila Mandal
1702,PRADAN,Nayi Disha
1703,PRADAN,Kamal Fool
1704,PRADAN,Shiv Shankar
1705,PRADAN,Sude Sagen
1706,PRADAN,Singaar
1707,PRADAN,Nirmal
1708,PRADAN,Gulanchi
1709,PRADAN,Nirmala M.M.
1710,PRADAN,Jyoti Mahila Mandal
1711,PRADAN,Padeya Buru
1712,PRADAN,Jivan Jyoti Mahila Mandal
1713,PRADAN,Shanti Mahila Mandal
1714,PRADAN,Chameli Mahila Mandal
1715,PRADAN,Saroj Mahila Mandal
1716,PRADAN,Jagriti Mahila Mandal
1717,PRADAN,Jharna
1718,PRADAN,Roshni M.M.
1719,PRADAN,Shanti M.M.
1720,PRADAN,Jai Maa Parwati
1721,PRADAN,Shiv Shakti
1722,PRADAN,Genda Ful
1723,PRADAN,Laxmi Mahila Mandal
1724,PRADAN,Sarjom Baa
1725,PRADAN,Birsa Mahila Mandal
1726,PRADAN,Sarna Mahila Mandal
1727,PRADAN,Saraswati MM
1728,PRADAN,Sarna Mahila Mandal
1729,PRADAN,Genda Ful Mahila Mandal
1730,PRADAN,Adivasi Mahila Mandal
1731,PRADAN,Gharam Dwar
1732,PRADAN,Maskal Mahila Mandal
1733,PRADAN,Bale Sangen
1734,PRADAN,Hatu Maskal
1735,PRADAN,Ekta Mahila Mandal
1736,PRADAN,Kasturba Mahila Mandal
1737,PRADAN,Laxmi Mahila Mandal
1738,PRADAN,Sanyukt Mahila Mandal
1739,PRADAN,Lily Mahila Mandal
1740,PRADAN,Chandni Mahila Mandal
1741,PRADAN,Gulab M M
1742,PRADAN,Usha Mahila Mandal
1743,PRADAN,Pyari Mahila Mandal
1744,PRADAN,Tara Mahila Mandal
1745,PRADAN,Jyoti M.M. (Lowatoli)
1746,PRADAN,Gulab
1747,PRADAN,Tulsi
1748,PRADAN,Seya Maskal
1749,PRADAN,Seya Marshal
1750,PRADAN,Sarjom Baa
1751,PRADAN,Ujala Mahila Mandal
1752,PRADAN,Jai Maa Santoshi
1753,PRADAN,Maa Saraswati MM
1754,PRADAN,Maa Santoshi MM
1755,PRADAN,Vikas MM
1756,PRADAN,Jeevan Suraksha
1757,PRADAN,Rilemala MM
1758,PRADAN,Bale Mulu
1759,PRADAN,Champa Bah
1760,PRADAN,Marang Buru
1761,PRADAN,Sarjom Bah
1762,PRADAN,Sanron Sakam
1763,PRADAN,Rela Jo
1764,PRADAN,Sugaad MM
1765,PRADAN,Sarna MM
1766,PRADAN,Jyoti MM
1767,PRADAN,Nari Shakti
1768,PRADAN,Maa Laxmi
1769,PRADAN,Maa Santoshi
1770,PRADAN,Bhartiya
1771,PRADAN,Sarna
1772,PRADAN,Sarna Marshal Vikas
1773,PRADAN,Pragati MM
1774,PRADAN,Kanailiful Mahila Mandal
1775,PRADAN,B Sarna
1776,PRADAN,Gulab Mahila Mandal
1777,PRADAN,Laxmi Mahila Mandal
1778,PRADAN,Maa Mansa MM
1779,PRADAN,Jai Bajrang Bali
1780,PRADAN,Radha Krishna MM
1781,PRADAN,Veena Pani
1782,PRADAN,Aadibasi Mahila Mandal
1783,PRADAN,Krishna MM
1784,PRADAN,Maa Tarini
1785,PRADAN,Mohini MM
1786,PRADAN,Om Namah Shivay
1787,PRADAN,Maa Kera
1788,PRADAN,Saraswati MM
1789,PRADAN,Laxmi Maa MM
1790,PRADAN,Kandeyang MM
1791,PRADAN,Surbans Mahila Mandal
1792,PRADAN,Laxmi MM
1793,PRADAN,Kamal Ba Mahila Mandal
1794,PRADAN,Gayatri MM
1795,PRADAN,Sarna MM
1796,PRADAN,Laxmi
1797,PRADAN,Saraswati (Mogatola)
1798,PRADAN,Pawan Veer MM
1799,PRADAN,Om Swastik
1800,PRADAN,Amar Jyoti
1801,PRADAN,Aadivasi Sarna
1802,PRADAN,Varsha
1803,PRADAN,Roshni MM
1804,PRADAN,Bajrangbali
1805,PRADAN,Mali Baa
1806,PRADAN,Kamal Baa
1807,PRADAN,Gulab Marshal
1808,PRADAN,Seya Maskal
1809,PRADAN,Seya Hora
1810,PRADAN,Seya Sagen
1811,PRADAN,Dishum Sewa
1812,PRADAN,Asha Ki Kiran
1813,PRADAN,Vikas Hora
1814,PRADAN,Unnati Hora
1815,PRADAN,Asora Marshal
1816,PRADAN,Singi Turtund
1817,PRADAN,Rilamala Seya Marsal
1818,PRADAN,Sarjom Baa
1819,PRADAN,Seya Paiti
1820,PRADAN,Atal Ba M.M.
1821,PRADAN,Mahila Jagriti M.M.
1822,PRADAN,Jiwan Ba M.M.
1823,PRADAN,Chameli M.M.
1824,PRADAN,Mahila Vikas M.M.
1825,PRADAN,Bale Sagen
1826,PRADAN,Asha 
1827,PRADAN,Seya Turtung Jumblay
1828,PRADAN,Chandramukhi
1829,PRADAN,Kamal
1830,PRADAN,Hora Samad
1831,PRADAN,Atal Baa
1832,PRADAN,Saron MM
1833,PRADAN,Sarjom Baha
1834,PRADAN,Padeya Buru MM
1835,PRADAN,Tasar Sut katai
1836,PRADAN,Maa Durga MM
1837,PRADAN,Shiv Shakti
1838,PRADAN,Shri Shri Vidburu MM
1839,PRADAN,Jharkhand
1840,PRADAN,Jai Maa Santoshi
1841,PRADAN,Sarna Mahila Mandal
1842,PRADAN,Aadibasi MM
1843,PRADAN,Jai Maa Tarini
1844,PRADAN,Mahaveer MM
1845,PRADAN,Shivratri MM
1846,PRADAN,Jai Maa Saraswati
1847,PRADAN,Saraswati B M.M.
1848,PRADAN,Marangjhari MM
1849,PRADAN,Mahila Vikas
1850,PRADAN,Duphru MM
1851,PRADAN,Devi Mahila Mandal
1852,PRADAN,Gulab Mahila Mandal
1853,PRADAN,Ji Suku
1854,PRADAN,Saraswati MM
1855,PRADAN,Jai Maa Laxmi MM
1856,PRADAN,Kudaburi MM
1857,PRADAN,Ratbai Buru Bonga
1858,PRADAN,Gulab MM
1859,PRADAN,Bajrang.
1860,PRADAN,Ringa Maskal
1861,PRADAN,Mali Barha MM
1862,PRADAN,Gulanchi Mahila Mandal
1863,PRADAN,Jai Maa Mansa
1864,PRADAN,Seya Marshal
1865,PRADAN,Bajrangbali
1866,PRADAN,Maa Laxmi(Laxindih)
1867,PRADAN,Maa Mansa Laxindih
1868,PRADAN,Priya MM
1869,PRADAN,Laxmi Mahila Mandal
1870,PRADAN,Maa Laxmi(Rairidi)
1871,PRADAN,Rimjhim MM
1872,PRADAN,Sarjom Ba M.M. (Purnadih)
1873,PRADAN,Maa Basukidevi
1874,PRADAN,Kiching Maa
1875,PRADAN,Biswa Maa Mahalaxmi
1876,PRADAN,Jay maa Tarini
1877,PRADAN,Kadam Baa Subere
1878,PRADAN,Biswa Maa Budhipat
1879,PRADAN,Maa Tarini
1880,PRADAN,Maa Sarala
1881,PRADAN,Biswa Maa Chanchala
1882,PRADAN,Baba Bisewar
1883,PRADAN,Baba Biswakarma
1884,PRADAN,Ganga Yamuna
1885,PRADAN,Shree Shree Kanda Buru
1886,PRADAN,Mdukam Baa
1887,PRADAN,Atal Ba Mahila Mandal
1888,PRADAN,Mahila Vikash Mahila Samiti
1889,PRADAN,Judi sangi
1890,PRADAN,Champa Chameli
1891,PRADAN,Sarjom Baa
1892,PRADAN,Soy MM
1893,PRADAN,Sarjom Bah
1894,PRADAN,Tasar Sut Katai
1895,PRADAN,Maa Durhi Sayang Sahayta Samuh
1896,PRADAN,Om Shanti
1897,PRADAN,Vikas MM
1898,PRADAN,Kulachaki
1899,PRADAN,Srividhi MM
1900,PRADAN,Laxmi Mand
1901,PRADAN,Ete Turantug
1902,PRADAN,Elang Dolang Safrum
1903,PRADAN,Hode Joye JoJoba
1904,PRADAN,Maa Thakurani
1905,PRADAN,Vishnu Priya MM
1906,PRADAN,Maa Mangla
1907,PRADAN,Jargi Japut Vitti
1908,PRADAN,Saloni Shaktiman
1909,PRADAN,Maa Kichakeswari
1910,PRADAN,Samajseba
1911,PRADAN,Dalamaa buru
1912,PRADAN,Maa Laxmi 
1913,PRADAN,Jai Maa Tarini
1914,PRADAN,Maa Mangala
1915,PRADAN,Maa Kichakeswari
1916,PRADAN,Maa Basuli
1917,PRADAN,Kamal Baha
1918,PRADAN,Maa Santoshi
1919,PRADAN,Maa Badamani
1920,PRADAN,Juhar jaher ayo
1921,PRADAN,Maa Jagatjanani
1922,PRADAN,Sitapati
1923,PRADAN,Rajkumari
1924,PRADAN,Maa Saraswati
1925,PRADAN,Kanyakumari
1926,PRADAN,Radhikarani
1927,PRADAN,Kunchei Nari- 
1928,PRADAN,Kas Tusumani
1929,PRADAN,Maa Tarini 
1930,PRADAN,Badamkunda
1931,PRADAN,Marangburu
1932,PRADAN,Maa Tarini
1933,PRADAN,Rajalaxmi-
1934,PRADAN,Jay maa Tarini
1935,PRADAN,Maa Singa bahini
1936,PRADAN,Baunabir
1937,PRADAN,Jay maa bana durga 
1938,PRADAN,Maa kali
1939,PRADAN,Grama Shree Gojabayani- 
1940,PRADAN,Maa Tulashi
1941,PRADAN,Maa Jayanti
1942,PRADAN,Suda Sangen
1943,PRADAN,Jo Jo Ba
1944,PRADAN,Seya Sangom
1945,PRADAN,Tarini Maa
1946,PRADAN,Durga Maa
1947,PRADAN,Kamal Baa
1948,PRADAN,Jo Jo Baa
1949,PRADAN,Tara Swayen Shiksha Samuh
1950,PRADAN,Swayem Siddha Samuh Gulab Fool
1951,PRADAN,Jyoti Swayen Siksha Samuh B
1952,PRADAN,Jyoti Swayen Shiksha Samuh A
1953,PRADAN,Mali Baa
1954,PRADAN,Sarjom Baa
1955,PRADAN,Kisan Raj
1956,PRADAN,Durga Maa
1957,PRADAN,Sarna MM
1958,PRADAN,Aadivasi Ho MM
1959,PRADAN,Maa Tarini
1960,PRADAN,Maa Durga
1961,PRADAN,Maa Laxmi 1
1962,PRADAN,Rita Panjha
1963,PRADAN,Maa Sabitri
1964,PRADAN,Narsinghpat
1965,PRADAN, Maa Subhadra
1966,PRADAN,Biswa Shibashakti
1967,PRADAN,Maa Bishauli
1968,PRADAN,Maa Tarini
1969,PRADAN,Maa Laxmi
1970,PRADAN,Maa Ambika
1971,PRADAN,Maa Samaleswari
1972,PRADAN,Sankhula Mahapat
1973,PRADAN,Maa Santoshi
1974,PRADAN,Bahajanum
1975,PRADAN,Maa Jagatajanani
1976,PRADAN,Kumuduni
1977,PRADAN,Maa Basuli
1978,PRADAN,Tejaswini Radhika mahila samiti
1979,PRADAN,Tejaswini Pooja mahila samiti
1980,PRADAN,TejaswiniSaraswati mahila samiti
1981,PRADAN,Tejaswini Laxmi mahila samiti
1982,PRADAN,Om Maa Mangala 
1983,PRADAN,Bijay laxmi
1984,PRADAN,Maa Budhipat
1985,PRADAN,Khudurkuni
1986,PRADAN,Topai (A)
1987,PRADAN,Maa Durunadai
1988,PRADAN,Jyoti MM
1989,PRADAN,Ruchi MM
1990,PRADAN,Maa Mansa
1991,PRADAN,Jeevan Shanti Mahila Sahayta Samuh
1992,PRADAN,Chando Marshal
1993,PRADAN,Deshauli MM
1994,PRADAN,Krishna MM
1995,PRADAN,Kanchansri
1996,PRADAN,Maa Mangala
1997,PRADAN,Serenburu
1998,PRADAN,Maini Mahila Mandal
1999,PRADAN,Shanti Mahila Mandal
2000,PRADAN,Kiran Mahila Mandal
2001,PRADAN,Premi Mahila Mandal
2002,PRADAN,Chameli Mahila Mandal
2003,PRADAN,Prakash Mahila Mandal
2004,PRADAN,Jay sri ram
2005,PRADAN,Jay Bajarang
2006,PRADAN,Janam enga maa Bishauli
2007,PRADAN,Maa Saraswati
2008,PRADAN,Topai (B)
2009,PRADAN,Maa Khalayari
2010,PRADAN,Maa Dharitri
2011,PRADAN,Bikash M M
2012,PRADAN,Jyoti M M
2013,PRADAN,Prakash M M
2014,PRADAN,Balen Sagen
2015,PRADAN,Singi Marshal
2016,PRADAN,Saraswati
2017,PRADAN,Hinguleswari
2018,PRADAN,Mali Baa
2019,PRADAN,Kamal Baa
2020,PRADAN,Maa Subhadra
2021,PRADAN,Maa Subhadra _Diajodi
2022,PRADAN,Narmada Mahila Samiti
2023,PRADAN,Durgamaiya Mahila Samiti
2024,PRADAN,Maa Narmada Mahila Samiti
2025,PRADAN,Laxmi Mahila Samiti
2026,PRADAN,Rewamaiya Mahila Samiti
2027,PRADAN,Ganga Maiya Mahila Samiti
2028,PRADAN,Nandani Mahila Samiti
2029,PRADAN,Radhika Mahila Samiti
2030,PRADAN,Bauga Mahila Samita
2031,PRADAN,Sharda Mahila Samiti
2032,PRADAN,Aarti Mahila Samiti
2033,PRADAN,Tikaram Mahila Samiti
2034,PRADAN,Mousam Mahila Samiti
2035,PRADAN,Ram Samuh Mahila Samiti
2036,PRADAN,Tikaram
2037,PRADAN,Maa Anleswari 1
2038,PRADAN,Gayatri Tejaswini Mahila Samiti
2039,PRADAN,Gayatri Tejaswini Mahila Samiti.
2040,PRADAN,Narmada Tejaswini Mahila Samiti
2041,PRADAN,Savitri Tejaswini Mahila Samiti
2042,PRADAN,Maa Ambe Tejaswini Mahila Samiti
2043,PRADAN,Pooja Tejaswini Mahila Samiti
2044,PRADAN,Khermai Tejaswini Mahila Samiti
2045,PRADAN,Sarswati Tejaswini Mahila Samiti
2046,PRADAN,Mahamaya
2047,PRADAN,Mahmai Tejaswini Mahila Samiti
2048,PRADAN,Laxmi Tejaswini Mahila Samiti
2049,PRADAN,Seya Marshal
2050,PRADAN,Roshni MM
2051,PRADAN,Sibaparbati
2052,PRADAN,Asha MM
2053,PRADAN,Jai Maa Laxmi
2054,PRADAN,Singi Turang
2055,PRADAN,Dishum Bhalai
2056,PRADAN,Maa Durga
2057,PRADAN,Maa Durga
2058,PRADAN,Kamal Baa MM
2059,PRADAN,Subhashree
2060,PRADAN,Maa Gajalaxmi
2061,PRADAN,Bale Sagen
